question,answer,options,correct_options,question_type,additional_data,metadata
"Let $A = [a_{ij}]$ be a $3 \times 3$ matrix such that $A \begin{bmatrix} 0 \\ 1 \\ 0 \end{bmatrix} = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix}$, $A \begin{bmatrix} 4 \\ 1 \\ 3 \end{bmatrix} = \begin{bmatrix} 0 \\ 1 \\ 0 \end{bmatrix}$ and $A \begin{bmatrix} 2 \\ 1 \\ 2 \end{bmatrix} = \begin{bmatrix} 1 \\ 0 \\ 0 \end{bmatrix}$, then $a_{23}$ equals:",-1,['-1' '2' '1' '0'],[0],1,{},{}
"If $I = \int_0^{\frac{\pi}{2}} \frac{\sin \frac{1}{2} x}{\sin^2 x + \cos^2 x} \, dx$, then $\int_0^{2I} \frac{x \sin x \cos x}{\sin^2 x + \cos^4 x} \, dx$ equals:",$\frac{\pi^2}{16}$,"['$\\frac{\\pi^2}{12}$' '$\\frac{\\pi^2}{4}$' '$\\frac{\\pi^2}{16}$'
 '$\\frac{\\pi^2}{8}$']",[2],1,{},{}
"A board has 16 squares as shown in the figure: Out of these 16 squares, two squares are chosen at random. The probability that they have no side in common is:",$\frac{4}{5}$,['$\\frac{7}{10}$' '$\\frac{4}{5}$' '$\\frac{23}{30}$' '$\\frac{3}{5}$'],[1],1,{},{}
"Let the shortest distance from $(a, 0)$, $a > 0$, to the parabola $y^2 = 4x$ be 4. Then the equation of the circle passing through the point $(a, 0)$ and the focus of the parabola, and having its centre on the axis of the parabola is:",$x^2 + y^2 - 6x + 5 = 0$,"['$x^2 + y^2 - 10x + 9 = 0$' '$x^2 + y^2 - 6x + 5 = 0$'
 '$x^2 + y^2 - 4x + 3 = 0$' '$x^2 + y^2 - 8x + 7 = 0$']",[1],1,{},{}
"If in the expansion of $(1 + x)^p (1 - x)^q$, the coefficients of $x$ and $x^2$ are 1 and -2, respectively, then $p^2 + q^2$ is equal to:",13,['18' '13' '8' '20'],[1],1,{},{}
"If the area of the region $\{(x, y) : -1 \leq x \leq 1, 0 \leq y \leq a + e^{|x|} - e^{-x}, a > 0\}$ is $\frac{\pi^2 + 8e + 1}{e}$, then the value of $a$ is:",5,['8' '7' '5' '6'],[2],1,{},{}
"The variance of the numbers $8, 21, 34, 47, \ldots, 320$ is:",8788,[],[],0,{},{}
"The roots of the quadratic equation $3x^2 - px + q = 0$ are $10^{\text{th}}$ and $11^{\text{th}}$ terms of an arithmetic progression with common difference $\frac{3}{2}$. If the sum of the first 11 terms of this arithmetic progression is 88, then $q - 2p$ is equal to:",474,[],[],0,{},{}
"The number of ways, 5 boys and 4 girls can sit in a row so that either all the boys sit together or no two boys sit together, is:",17280,[],[],0,{},{}
"The focus of the parabola $y^2 = 4x + 16$ is the centre of the circle $C$ of radius 5. If the values of $\lambda$, for which $C$ passes through the point of intersection of the lines $3x - y = 0$ and $x + \lambda y = 4$, are $\lambda_1$ and $\lambda_2$, $\lambda_1 < \lambda_2$, then $12\lambda_1 + 29\lambda_2$ is equal to:",15,[],[],0,{},{}
"Let $\alpha, \beta$ be the roots of the equation $x^2 - ax - b = 0$ with $\operatorname{Im}(\alpha) < \operatorname{Im}(\beta)$. Let $P_n = \alpha^n - \beta^n$. If $\mathbf{P}_3 = -5\sqrt{7}i$, $\mathbf{P}_4 = -3\sqrt{7}i$, $\mathbf{P}_5 = 11\sqrt{7}i$ and $\mathbf{P}_6 = 45\sqrt{7}i$, then $|\alpha^4 + \beta^4|$ is equal to:",31,[],[],0,{},{}
"If the image of the point $P(1, 0, 3)$ in the line joining the points $A(4, 7, 1)$ and $B(3, 5, 3)$ is $Q(\alpha, \beta, \gamma)$, then $\alpha + \beta + \gamma$ is equal to:",\frac{46}{3},['\\frac{47}{3}' '\\frac{46}{3}' '18' '13'],[1],1,{},{}
"Let $f : [1, \infty) \to [2, \infty)$ be a differentiable function. If $\int_1^x f(t)\,dt = 5x f(x) - x^5 - 9$ for all $x \geq 1$, then the value of $f(3)$ is:",32,['18' '32' '22' '26'],[1],1,{},{}
"The number of terms of an A.P. is even; the sum of all the odd terms is 24, the sum of all the even terms is 30 and the last term exceeds the first by $\frac{21}{2}$. Then the number of terms which are integers in the A.P. is:",4,['4' '10' '6' '8'],[0],1,{},{}
"Let $A = \{1, 2, 3, \ldots, 10\}$ and $R$ be a relation on $A$ such that $R = \{(a, b) : a = 2b + 1\}$. Let $(a_1, a_2), (a_2, a_3), (a_3, a_4), \ldots, (a_k, a_{k+1})$ be a sequence of $k$ elements of $R$ such that the second entry of an ordered pair is equal to the first entry of the next ordered pair. Then the largest integer $k$, for which such a sequence exists, is equal to:",5,['6' '7' '5' '8'],[2],1,{},{}
"If the length of the minor axis of an ellipse is equal to one fourth of the distance between the foci, then the eccentricity of the ellipse is:",\frac{4}{\sqrt{17}},"['\\frac{4}{\\sqrt{17}}' '\\frac{\\sqrt{3}}{16}' '\\frac{3}{\\sqrt{19}}'
 '\\frac{\\sqrt{5}}{7}']",[0],1,{},{}
"The line $L_1$ is parallel to the vector $\vec{a} = -3\hat{i} + 2\hat{j} + 4\hat{k}$ and passes through the point $(7, 6, 2)$ and the line $L_2$ is parallel to the vector $\vec{b} = 2\hat{i} + \hat{j} + 3\hat{k}$ and passes through the point $(5, 3, 4)$. The shortest distance between the lines $L_1$ and $L_2$ is:",\frac{23}{\sqrt{38}},"['\\frac{23}{\\sqrt{38}}' '\\frac{21}{\\sqrt{57}}'
 '\\frac{23}{\\sqrt{57}}' '\\frac{21}{\\sqrt{38}}']",[0],1,{},{}
"Let $(a, b)$ be the point of intersection of the curve $x^2 = 2y$ and the straight line $y - 2x - 6 = 0$ in the second quadrant. Then the integral $I = \int_a^b \frac{9x^2}{1 + 5^x} \, dx$ is equal to:",24,['24' '27' '18' '21'],[0],1,{},{}
"If the system of equations \\ 
$2x + \lambda y + 3z = 5$ \\ 
$3x + 2y - z = 7$ \\ 
$4x + 5y + \mu z = 9$ \\ 
 has infinitely many solutions, then $(\lambda^2 + \mu^2)$ is equal to:",26,['22' '18' '26' '30'],[2],1,{},{}
"If $\theta \in \left[-\frac{7\pi}{6}, \frac{4\pi}{3}\right]$, then the number of solutions of \\ 
$\sqrt{3}\csc^2\theta - 2(\sqrt{3} - 1)\csc\theta - 4 = 0$, is equal to:",6,['6' '8' '10' '7'],[0],1,{},{}
"Given three identical bags each containing 10 balls, whose colours are as follows: \\ 
\textbf{Bag I:} Red = 3, Blue = 2, Green = 5 \\ 
\textbf{Bag II:} Red = 4, Blue = 3, Green = 3 \\ 
\textbf{Bag III:} Red = 5, Blue = 1, Green = 4 \\ 
A person chooses a bag at random and takes out a ball. If the ball is Red, the probability that it is from bag I is $p$ and if the ball is Green, the probability that it is from bag III is $q$, then the value of $\left( \frac{1}{p} + \frac{1}{q} \right)$ is:",7,['6' '9' '7' '8'],[2],1,{},{}
"If the mean and the variance of $6,\ 4,\ a,\ 8,\ b,\ 12,\ 10,\ 13$ are $9$ and $9.25$ respectively, then $a + b + ab$ is equal to:",103,['105' '103' '100' '106'],[1],1,{},{}
"If the domain of the function \\ 
$f(x) = \frac{1}{\sqrt{10 + 3x - x^2}} + \frac{1}{\sqrt{x + |x|}}$ is $(a,\ b)$, then $(1 + a)^2 + b^2$ is equal to:",26,['26' '29' '25' '30'],[0],1,{},{}
$4\int_0^1 \left(\frac{1}{\sqrt{3 + x^2} + \sqrt{1 + x^2}}\right) dx - 3 \log_e(\sqrt{3})$ is equal to:,$2 - \sqrt{2} - \log_e(1 + \sqrt{2})$,"['$2 + \\sqrt{2} + \\log_e(1 + \\sqrt{2})$'
 '$2 - \\sqrt{2} - \\log_e(1 + \\sqrt{2})$'
 '$2 + \\sqrt{2} - \\log_e(1 + \\sqrt{2})$'
 '$2 - \\sqrt{2} + \\log_e(1 + \\sqrt{2})$']",[1],1,{},{}
"If $\lim\limits_{x \to 0} \frac{\cos(2x) + a\cos(4x) - b}{x^4}$ is finite, then $(a + b)$ is equal to:",$\frac{1}{2}$,['$\\frac{1}{2}$' '0' '$\\frac{3}{4}$' '$-1$'],[0],1,{},{}
"If $\sum_{r=0}^{10} \left(\frac{10^{r+1} - 1}{10^r}\right) \cdot {}^{11}C_{r+1} = \frac{\alpha^{11} - 11^{11}}{10^{10}}$, then $\alpha$ is equal to:",20,['15' '11' '24' '20'],[3],1,{},{}
"The number of ways, in which the letters A, B, C, D, E can be placed in the 8 boxes of the figure below so that no row remains empty and at most one letter can be placed in a box, is: \\ 
(Figure: 3 rows of boxes, arranged in a T-shape, with a total of 8 boxes)",5760,['5880' '960' '840' '5760'],[3],1,{},{}
"Let the point $P$ of the focal chord $PQ$ of the parabola $y^2 = 16x$ be $(1, -4)$. If the focus of the parabola divides the chord $PQ$ in the ratio $m : n$, $\gcd(m, n) = 1$, then $m^2 + n^2$ is equal to:",17,['17' '10' '37' '26'],[0],1,{},{}
"Let $\vec{a} = 2\hat{i} - 3\hat{j} + \hat{k}$, $\vec{b} = 3\hat{i} + 2\hat{j} + 5\hat{k}$ and a vector $\vec{c}$ be such that $(\vec{a} - \vec{c}) \times \vec{b} = -18\hat{i} - 3\hat{j} + 12\hat{k}$ and $\vec{a} \cdot \vec{c} = 3$. If $\vec{b} \times \vec{c} = \vec{d}$, then $|\vec{a} \cdot \vec{d}|$ is equal to:",15,['18' '12' '9' '15'],[3],1,{},{}
"Let the area of the triangle formed by a straight line $L : x + by + c = 0$ with coordinate axes be $48$ square units. If the perpendicular drawn from the origin to the line $L$ makes an angle of $45^\circ$ with the positive x-axis, then the value of $b^2 + c^2$ is:",97,['90' '93' '97' '83'],[2],1,{},{}
"Let $A$ be a $3 \times 3$ real matrix such that $A^2(A - 2I) - 4(A - I) = O$, where $I$ and $O$ are the identity and null matrices, respectively. If $A^5 = \alpha A^2 + \beta A + \gamma I$, where $\alpha$, $\beta$ and $\gamma$ are real constants, then $\alpha + \beta + \gamma$ is equal to:",12,['12' '20' '76' '4'],[0],1,{},{}
"Let $y = y(x)$ be the solution of the differential equation 
$\frac{dy}{dx} + 2y \sec^2 x = 2\sec^2 x + 3 \tan x \cdot \sec^2 x$, such that $y(0) = \frac{5}{4}$. Then $12 \left( y\left(\frac{\pi}{4}\right) - e^{-2} \right)$ is equal to:",21,[],[],0,{},{}
"If the sum of the first 10 terms of the series 
\( \frac{4 \cdot 1}{1 + 4 \cdot 1^4} + \frac{4 \cdot 2}{1 + 4 \cdot 2^4} + \frac{4 \cdot 3}{1 + 4 \cdot 3^4} + \ldots \) is \( \frac{m}{n} \), where gcd(m, n) = 1, then m + n is equal to:",441,[],[],0,{},{}
"If $y = \cos\left(\frac{\pi}{3} + \cos^{-1}\frac{x}{2}\right)$, then $(x - y)^2 + 3y^2$ is equal to:",3,[],[],0,{},{}
"Let $A(4, -2)$, $B(1, 1)$ and $C(9, -3)$ be the vertices of a triangle $ABC$. Then the maximum area of the parallelogram $AFDE$, formed with vertices $D$, $E$, and $F$ on the sides $BC$, $CA$ and $AB$ of the triangle $ABC$ respectively, is:",3,[],[],0,{},{}
"If the set of all $a \in \mathbb{R} \setminus \{1\}$, for which the roots of the equation $(1 - a)x^2 + 2(a - 3)x + 9 = 0$ are positive is $(-\infty, -\alpha] \cup [\beta, \gamma)$, then $2\alpha + \beta + \gamma$ is equal to:",7,[],[],0,{},{}
The largest $n\in\mathbb{N}$ such that $3^n$ divides $50!$ is:,22,['21' '22' '20' '23'],[1],1,{},{}
"The number of sequences of ten terms, whose terms are either $0$, $1$, or $2$, that contain exactly five $1$’s and exactly three $2$’s is equal to:",2520,['360' '45' '2520' '1820'],[2],1,{},{}
"Let one focus of the hyperbola $H:\tfrac{x^2}{a^2}-\tfrac{y^2}{b^2}=1$ be at $(\sqrt{10},0)$ and the corresponding directrix be $x=\tfrac{9}{\sqrt{10}}$. If $e$ and $l$ respectively are the eccentricity and the length of the latus rectum of $H$, then $9\,(e^2+l)$ is equal to:",16,['14' '15' '16' '12'],[2],1,{},{}
"Let $f:\mathbb{R}\to\mathbb{R}$ be a twice-differentiable function such that
$(\sin x\cos y)\bigl[f(2x+2y)-f(2x-2y)\bigr]=(\cos x\sin y)\bigl[f(2x+2y)+f(2x-2y)\bigr]$
for all $x,y\in\mathbb{R}$. If $f'(0)=\tfrac12$, then the value of $24\,f''\bigl(\tfrac{5\pi}{3}\bigr)$ is:",-3,['2' '-3' '3' '-2'],[1],1,{},{}
"Let $A=\begin{pmatrix}\alpha-1 & -1\\6 & \beta\end{pmatrix}$, $\alpha>0$, such that $\det(A)=0$ and $\alpha+\beta=1$. If $I$ denotes the $2\times2$ identity matrix, then the matrix $(I+A)^8$ is:",\begin{pmatrix}766 & -255\\1530 & -509\end{pmatrix},"['\\begin{pmatrix}4 & -1\\\\6 & -1\\end{pmatrix}'
 '\\begin{pmatrix}257 & -64\\\\514 & -127\\end{pmatrix}'
 '\\begin{pmatrix}1025 & -511\\\\2024 & -1024\\end{pmatrix}'
 '\\begin{pmatrix}766 & -255\\\\1530 & -509\\end{pmatrix}']",[3],1,{},{}
"The term independent of $x$ in the expansion of
$\displaystyle\bigl(\tfrac{x+1}{x^{2/3}+1-x^{1/3}} - \tfrac{x+1}{x-x^{1/2}}\bigr)^{10}$,
for $x>1$, is:",210,['210' '150' '240' '120'],[0],1,{},{}
"If $\theta \in [-2\pi, 2\pi]$, then the number of solutions of $2\sqrt{2}\cos^2\theta + (2-\sqrt{6})\cos\theta - \sqrt{3} = 0$ is equal to:",8,['12' '6' '8' '10'],[2],1,{},{}
"Let $a_1,a_2,a_3,\dots$ be in an A.P. such that $\displaystyle\sum_{k=1}^{12}a_{2k-1}=-\tfrac{72}{5}a_1$, $a_1\neq0$. If $\displaystyle\sum_{k=1}^n a_k=0$, then $n$ is:",11,['11' '10' '18' '17'],[0],1,{},{}
"If the function $f(x)=2x^3 - 9a x^2 + 12a^2 x + 1$, where $a>0$, attains its local maximum and local minimum at $p$ and $q$ respectively, such that $p^2 = q$, then $f(3)$ is equal to:",37,['55' '10' '23' '37'],[3],1,{},{}
"Let $z$ be a complex number such that $|z|=1$. If $\displaystyle\frac{2 + k^2 z}{k + \overline{z}} = k z$, $k\in\mathbb{R}$, then the maximum distance of $k + i k^2$ from the circle $|z - (1 + 2i)| = 1$ is:",\sqrt{5} + 1,['\\sqrt{5} + 1' '2' '3' '\\sqrt{3} + 1'],[0],1,{},{}
"If $\vec{a}$ is a nonzero vector such that its projections on the vectors $2\hat{i}-\hat{j}+2\hat{k}$, $\hat{i}+2\hat{j}-2\hat{k}$, and $\hat{k}$ are equal, then a unit vector along $\vec{a}$ is:",\frac{1}{\sqrt{155}}(7\hat{i} + 9\hat{j} + 5\hat{k}),"['\\frac{1}{\\sqrt{155}}(-7\\hat{i} + 9\\hat{j} + 5\\hat{k})'
 '\\frac{1}{\\sqrt{155}}(-7\\hat{i} + 9\\hat{j} - 5\\hat{k})'
 '\\frac{1}{\\sqrt{155}}(7\\hat{i} + 9\\hat{j} + 5\\hat{k})'
 '\\frac{1}{\\sqrt{155}}(7\\hat{i} + 9\\hat{j} - 5\\hat{k})']",[2],1,{},{}
"Let $A$ be the set of all functions $f: \mathbb{Z} \to \mathbb{Z}$ and $R$ be a relation on $A$ such that $R = \{(f,g): f(0)=g(1) \text{ and } f(1)=g(0)\}$. Then $R$ is:",Symmetric but neither reflective nor transitive,"['Symmetric and transitive but not reflective'
 'Symmetric but neither reflective nor transitive'
 'Reflexive but neither symmetric nor transitive'
 'Transitive but neither reflexive nor symmetric']",[1],1,{},{}
"For \(\alpha,\beta,\gamma\in\mathbb{R}\), if \(\displaystyle\lim_{x\to0}\frac{x^2\sin(\alpha x)+(\gamma-1)e^{x^2}}{\sin(2x)-\beta x}=3\), then \(\beta+\gamma-\alpha\) is equal to:",7,['7' '4' '6' '-1'],[0],1,{},{}
"Let \(P_n=\alpha^n+\beta^n,\ n\in\mathbb{N}\). If \(P_{10}=123,\ P_9=76,\ P_8=47\) and \(P_1=1\), then the quadratic equation having roots \(\frac{1}{\alpha}\) and \(\frac{1}{\beta}\) is:",x^2 + x - 1 = 0,['x^2 - x + 1 = 0' 'x^2 + x - 1 = 0' 'x^2 - x - 1 = 0' 'x^2 + x + 1 = 0'],[1],1,{},{}
"If the system of linear equations $3x + y + \beta z = 3$, $2x + \alpha y - z = -3$, $x + 2y + z = 4$ has infinitely many solutions, then the value of $22\beta - 9\alpha$ is:",31,['49' '31' '43' '37'],[1],1,{},{}
"If $S$ and $S'$ are the foci of the ellipse $\frac{x^2}{18} + \frac{y^2}{9} = 1$ and $P$ is a point on the ellipse, then $\min\bigl(SP\cdot S'P\bigr) + \max\bigl(SP\cdot S'P\bigr)$ is equal to:",27,['3(1+\\sqrt{2})' '3(6+\\sqrt{2})' '9' '27'],[3],1,{},{}
"Let the vertices Q and R of the triangle PQR lie on the line \(\frac{x+3}{5}=\frac{y-1}{2}=\frac{z+4}{3}\), QR = 5, and the coordinates of the point P be \((0,2,3)\). If the area of the triangle PQR is \(\tfrac{m}{n}\), then:","2m - 5\sqrt{21}\,n = 0","['m - 5\\sqrt{21}\\,n = 0' '2m - 5\\sqrt{21}\\,n = 0'
 '5m - 2\\sqrt{21}\\,n = 0' '5m - 21\\sqrt{2}\\,n = 0']",[1],1,{},{}
"Let ABCD be a tetrahedron such that the edges AB, AC and AD are mutually perpendicular. Let the areas of the triangles ABC, ACD and ADB be 5, 6 and 7 square units respectively. Then the area (in square units) of ABCD is equal to:",\sqrt{110},['\\sqrt{340}' '12' '\\sqrt{110}' '7\\sqrt{3}'],[2],1,{},{}
"Let $a\in\mathbb{R}$ and $A$ be a matrix of order $3\times3$ such that $\det(A)=-4$ and
$$A+I=\begin{pmatrix}1 & a & 1\\2 & 1 & 0\\a & 1 & 2\end{pmatrix},$$
where $I$ is the $3\times3$ identity. If
$$\det\bigl((a+1)\adj((a-1)A)\bigr)=2^m3^n,\quad m,n\in\{0,1,2,\dots,20\},$$
then $m+n$ is equal to:",16,['14' '17' '15' '16'],[3],1,{},{}
"Let the focal chord $PQ$ of the parabola $y^2 = 4x$ make an angle of $60^\circ$ with the positive x-axis, where $P$ lies in the first quadrant. If the circle, whose one diameter is $PS$, $S$ being the focus of the parabola, touches the y-axis at the point $(0,\alpha)$, then $5\alpha^2$ is equal to:",15,['15' '25' '30' '20'],[0],1,{},{}
"Let ⌊·⌋ denote the greatest integer function. If
\[
\displaystyle\int_{0}^{e^3} \Bigl\lfloor\frac{1}{e^{x-1}}\Bigr\rfloor\,dx = \alpha - \ln 2,
\]
then \(\alpha^3\) is equal to:",8,[],[],0,{},{}
"Let \(f:\mathbb{R}\to\mathbb{R}\) be a thrice‐differentiable odd function satisfying \(f''(x)=f(x)\), \(f(0)=0\), and \(f'(0)=3\). Then \(9f(\ln 3)\) is equal to:",36,[],[],0,{},{}
"If the area of the region \(\{(x,y):\;4 - x^2 \le y \le x^2,\;y \le 4,\;x \ge 0\}\) is \(\tfrac{80\sqrt{2}}{\alpha} - \beta\), where \(\alpha,\beta\in\mathbb{N}\), then \(\alpha + \beta\) is equal to:",22,[],[],0,{},{}
"Three distinct numbers are selected randomly from the set {1,2,3,…,40}. If the probability that the selected numbers are in an increasing G.P. is m/n, gcd(m,n)=1, then m+n is equal to:",2477,[],[],0,{},{}
"The absolute difference between the squares of the radii of the two circles passing through the point $(-9,4)$ and touching the lines $x+y=3$ and $x-y=3$ is equal to:",768,[],[],0,{},{}
"Let $f: \mathbb{R}\to\mathbb{R}$ be a function defined by $$f(x)=\lvert x+2\rvert - 2\lvert x\rvert.$$ If $m$ is the number of points of local minima and $n$ is the number of points of local maxima of $f$, then $m+n$ is:",3,['5' '3' '2' '4'],[1],1,{},{}
"Each of the angles $\beta$ and $\gamma$ that a given line makes with the positive $y$- and $z$-axes, respectively, is half of the angle that this line makes with the positive $x$-axis. Then the sum of all possible values of the angle $\beta$ is:",$\tfrac{3\pi}{4}$,['$\\tfrac{3\\pi}{4}$' '$\\pi$' '$\\tfrac{\\pi}{2}$' '$\\tfrac{3\\pi}{2}$'],[0],1,{},{}
"If the four distinct points $(4,6)$, $(-1,5)$, $(0,0)$ and $(k,3k)$ lie on a circle of radius $r$, then $10k + r^2$ is equal to:",35,['32' '33' '34' '35'],[3],1,{},{}
"Let the mean and variance of five observations $x_1=1$, $x_2=3$, $x_3=a$, $x_4=7$ and $x_5=b$, with $a>b$, be $5$ and $10$ respectively. Then the variance of the observations $n + x_n$ for $n=1,2,\dots,5$ is:",16,['17' '16.4' '17.4' '16'],[3],1,{},{}
"Let $A=\{-2,-1,0,1,2,3\}$. Define a relation $R$ on $A$ by $xRy$ if and only if $y=\max(x,1)$. If $l$ is the number of elements in $R$, and $m$ and $n$ are the minimum numbers of ordered pairs that must be added to $R$ to make it reflexive and symmetric respectively, then $l+m+n$ is equal to:",12,['12' '11' '13' '14'],[0],1,{},{}
"Consider the lines $x(3\lambda+1)+y(7\lambda+2)=17\lambda+5$, $\lambda$ being a parameter, all passing through a point $P$. One of these lines (say $L$) is farthest from the origin. If the distance of $L$ from the point $(3,6)$ is $d$, then the value of $d^2$ is:",20,['20' '30' '10' '15'],[0],1,{},{}
"Let the equation $x(x+2)(12-k)=2$ have equal roots. Then the distance of the point $(k,\tfrac{k}{2})$ from the line $3x+4y+5=0$ is:",15,['15' '5\\sqrt{3}' '15\\sqrt{5}' '12'],[0],1,{},{}
"Line $L_1$ of slope $2$ and line $L_2$ of slope $\tfrac12$ intersect at the origin $O$. In the first quadrant, $P_1,P_2,\dots,P_{12}$ are 12 points on $L_1$ and $Q_1,Q_2,\dots,Q_9$ are 9 points on $L_2$. Then the total number of triangles that can be formed with vertices chosen from the 22 points $O,P_1,\dots,P_{12},Q_1,\dots,Q_9$ is:",1134,['1080' '1134' '1026' '1188'],[1],1,{},{}
"Let $f$ be a function such that $f(x) + 3\,f\bigl(24/x\bigr) = 4x$, $x\neq0$. Then $f(3) + f(8)$ is equal to:",11,['11' '10' '12' '13'],[0],1,{},{}
"The integral \(\displaystyle\int_{0}^{\pi}\frac{8x}{4\cos^2x + \sin^2x}\,dx\) is equal to:",$2\pi^2$,['$2\\pi^2$' '$4\\pi^2$' '$\\pi^2$' '$\\tfrac{3\\pi^2}{2}$'],[0],1,{},{}
"The area of the region $\{(x,y):\lvert x-y\rvert \le y \le 4\sqrt{x}\}$ is:",$\tfrac{1024}{3}$,['512' '$\\tfrac{1024}{3}$' '$\\tfrac{512}{3}$' '$\\tfrac{2048}{3}$'],[1],1,{},{}
"If the probability that the random variable $X$ takes the value $x$ is given by
$$P(X=x)=k\,(x+1)3^{-x},\quad x=0,1,2,\dots,$$
where $k$ is a constant, then $P(X\ge3)$ is equal to:",1/9,['7/27' '4/9' '8/27' '1/9'],[3],1,{},{}
"Let $y=y(x)$ be the solution of the differential equation $\frac{dy}{dx} + 3(\tan^2x)\,y + 3y = \sec^2x$, with $y(0)=\tfrac{1}{3}+e^3$. Then $y\bigl(\tfrac{\pi}{4}\bigr)$ is equal to:",\tfrac{4}{3},"['\\tfrac{2}{3}' '\\tfrac{4}{3}' '\\tfrac{4}{3} + e^3'
 '\\tfrac{2}{3} + e^3']",[1],1,{},{}
"If $z_1, z_2, z_3\in\mathbb{C}$ are the vertices of an equilateral triangle whose centroid is $z_0$, then $\displaystyle\sum_{k=1}^3 (z_k - z_0)^2$ is equal to:",0,['0' '1' 'i' '-i'],[0],1,{},{}
"The number of solutions of the equation $$(4-\sqrt{3})\sin x - 2\sqrt{3}\cos^2x = -\frac{4}{1+\sqrt{3}},\quad x\in[-2\pi,\tfrac{5\pi}{2}]$$ is equal to:",5,['4' '3' '6' '5'],[3],1,{},{}
The shortest distance between the curves $$y^2 = 8x$$ and $$x^2 + y^2 + 12y + 35 = 0$$ is:,2\sqrt{2} - 1,['2\\sqrt{3} - 1' '\\sqrt{2}' '3\\sqrt{2} - 1' '2\\sqrt{2} - 1'],[3],1,{},{}
"Let $C$ be the circle of minimum area enclosing the ellipse $\displaystyle\frac{x^2}{a^2}+\frac{y^2}{b^2}=1$ with eccentricity $\tfrac12$ and foci $(\pm2,0)$. Let $PQR$ be a variable triangle whose vertex $P$ lies on $C$ and whose side $QR$ of length $29$ is parallel to the major axis of the ellipse and passes through the point where the ellipse intersects the negative $y$–axis. Then the maximum area of $\triangle PQR$ is:",$8(2+\sqrt{3})$,"['$6(3+\\sqrt{2})$' '$8(3+\\sqrt{2})$' '$6(2+\\sqrt{3})$'
 '$8(2+\\sqrt{3})$']",[3],1,{},{}
"The distance of the point $(7,10,11)$ from the line $\displaystyle\frac{x-4}{1}=\frac{y-4}{0}=\frac{z-2}{3}$ along the line $\displaystyle\frac{x-9}{2}=\frac{y-13}{-3}=\frac{z-17}{6}$ is:",14,['18' '14' '12' '16'],[1],1,{},{}
The sum \(1 + \tfrac{1+3}{2!} + \tfrac{1+3+5}{3!} + \tfrac{1+3+5+7}{4!} + \dots\) up to infinitely many terms is equal to:,2e,['6e' '4e' '3e' '2e'],[3],1,{},{}
"If the domain of the function $f(x)=\log_7\bigl(1-\log_4(x^2-9x+18)\bigr)$ is $(\alpha,\beta)\cup(\gamma,\delta)$, then $\alpha+\beta+\gamma+\delta$ is equal to:",18,['18' '16' '15' '17'],[0],1,{},{}
"Let $I$ be the identity matrix of order $3\times3$ and let
$$A=\begin{pmatrix} \lambda & 2 & 3\\4 & 5 & 6\\7 & -1 & 2\end{pmatrix}$$
with $|A|=-1$. Let $B$ be the inverse of the matrix $\mathrm{adj}(A)\,\mathrm{adj}(A^2)$. Then $|\lambda B + I|$ is equal to:",38,[],[],0,{},{}
"Let \((1+x+x^2)^{10} = a_0 + a_1 x + a_2 x^2 + \dots + a_{20} x^{20}\). If \((a_1 + a_3 + a_5 + \dots + a_{19}) - 11a_2 = 121k\), then \(k\) is equal to:",239,[],[],0,{},{}
"If \(\displaystyle\lim_{x\to0}\bigl(\tfrac{\tan x}{x}\bigr)^{1/x^2}=p\), then \(96\log_e p\) is equal to:",32,[],[],0,{},{}
"Let $\vec{a}=\hat{i}+2\hat{j}+\hat{k}$, $\vec{b}=3\hat{i}-3\hat{j}+3\hat{k}$, $\vec{c}=2\hat{i}-\hat{j}+2\hat{k}$ and $\vec{d}$ be a vector such that $\vec{b}\times\vec{d}=\vec{c}\times\vec{d}$ and $\vec{a}\cdot\vec{d}=4$. Then $|\vec{a}\times\vec{d}|^2$ is equal to:",128,[],[],0,{},{}
"If the equation of the hyperbola with foci $(4,2)$ and $(8,2)$ is $$3x^2 - y^2 - ax + by + \gamma = 0,$$ then $a + b + \gamma$ is equal to:",141,[],[],0,{},{}
"Let $A$ be a matrix of order $3\times3$ with $\lvert A\rvert=5$. If \(\bigl\lvert 2\,\mathrm{adj}\bigl(3A\,\mathrm{adj}(2A)\bigr)\bigr\rvert=2^{\alpha}3^{\beta}5^{\gamma}\), where $\alpha,\beta,\gamma\in\mathbb{N}$, then $\alpha+\beta+\gamma$ is equal to:",27,['25' '26' '27' '28'],[2],1,{},{}
"Let a line passing through the point $(4,1,0)$ intersect the line $L_1:\;\frac{x-1}{2}=\frac{y-2}{3}=\frac{z-3}{4}$ at the point $A(\alpha,\beta,\gamma)$ and the line $L_2:\;x-6 = y - z + 4$ at the point $B(a,b,c)$. Then $\det\begin{pmatrix}1 & 0 & 1 \\ \alpha & \beta & \gamma \\ a & b & c\end{pmatrix}$ is equal to:",8,['8' '16' '12' '6'],[0],1,{},{}
